Sample,Assay,Well,Spot,Dilution,Concentration,Signal,Adjusted Signal,Mean,Adj. Sig. Mean,CV,% Recovery,% Recovery Mean,Calc. Concentration,Calc. Conc. Mean,Calc. Conc. CV
NBL_273_M2_M1+PM,IL-4,H09,4,2,,51628,51628,51628,51628,NaN,,,44.26285848,44.26285848,NaN
NBL_273_M2_M1+PM,IL-6,H09,5,2,,1602897,1602897,1602897,1602897,NaN,,,5021.278559,5021.278559,NaN
NBL_273_M2_M1+PM,IL-8,H09,6,2,,1558069,1558069,1558069,1558069,NaN,,,4664.80042,4664.80042,NaN
NBL_273_M2_M1+PM,TNF-α,H09,10,2,,1904378,1904378,1904378,1904378,NaN,,,7115.520931,7115.520931,NaN
NBL_273_M2_PM,Eotaxin,F09,1,4,,2508,2508,2508,2508,NaN,,,221.8715431,221.8715431,NaN
NBL_273_M2_PM,Eotaxin-3,F09,3,4,,1285,1285,1285,1285,NaN,,,82.89706984,82.89706984,NaN
NBL_273_M2_PM,IL-8,F09,7,4,,164863,164863,164863,164863,NaN,,,163662.9231,163662.9231,NaN
NBL_273_M2_PM,IP-10,F09,5,4,,156327,156327,156327,156327,NaN,,,1353.641387,1353.641387,NaN
NBL_273_M2_PM,MCP-1,F09,8,4,,1787242,1787242,1787242,1787242,NaN,,,14445.80188,14445.80188,NaN
NBL_273_M2_PM,MCP-4,F09,10,4,,1664620,1664620,1664620,1664620,NaN,,,6420.845487,NaN,NaN
NBL_273_M2_PM,MDC,F09,9,4,,1133675,1133675,1133675,1133675,NaN,,,55213.86737,55213.86737,NaN
NBL_273_M2_PM,MIP-1α,F09,6,4,,1483699,1483699,1483699,1483699,NaN,,,9312.250387,9312.250387,NaN
NBL_273_M2_PM,MIP-1β,F09,2,4,,1601002,1601002,1601002,1601002,NaN,,,8137.3073,8137.3073,NaN
NBL_273_M2_PM,TARC,F09,4,4,,865906,865906,865906,865906,NaN,,,9751.16752,9751.16752,NaN
NBL_273_M2_PM,GM-CSF,F09,1,2,,59268,59268,59268,59268,NaN,,,379.1923839,379.1923839,NaN
NBL_273_M2_PM,IL-12p40,F09,5,2,,46714,46714,46714,46714,NaN,,,557.2720145,557.2720145,NaN
NBL_273_M2_PM,IL-15,F09,6,2,,526,526,526,526,NaN,,,0.804691828,0.804691828,NaN
NBL_273_M2_PM,IL-16,F09,7,2,,2158,2158,2158,2158,NaN,,,57.24210215,57.24210215,NaN
NBL_273_M2_PM,IL-17,F09,8,2,,1252,1252,1252,1252,NaN,,,11.31639249,11.31639249,NaN
NBL_273_M2_PM,IL-1α,F09,2,2,,34102,34102,34102,34102,NaN,,,157.0880859,157.0880859,NaN
NBL_273_M2_PM,IL-5,F09,3,2,,1600,1600,1600,1600,NaN,,,2.211356811,2.211356811,NaN
NBL_273_M2_PM,IL-7,F09,4,2,,382,382,382,382,NaN,,,0.735449583,0.735449583,NaN
NBL_273_M2_PM,TNF-β,F09,9,2,,971,971,971,971,NaN,,,2.681918175,2.681918175,NaN
NBL_273_M2_PM,VEGF,F09,10,2,,579977,579977,579977,579977,NaN,,,4068.300813,4068.300813,NaN
NBL_273_M2_PM,IFN-γ,F09,1,2,,749,749,749,749,NaN,,,3.071405165,3.071405165,NaN
NBL_273_M2_PM,IL-10,F09,7,2,,246569,246569,246569,246569,NaN,,,508.8714361,508.8714361,NaN
NBL_273_M2_PM,IL-12p70,F09,8,2,,1274,1274,1274,1274,NaN,,,1.971573704,1.971573704,NaN
NBL_273_M2_PM,IL-13,F09,9,2,,6370,6370,6370,6370,NaN,,,37.87349654,37.87349654,NaN
NBL_273_M2_PM,IL-1β,F09,2,2,,41403,41403,41403,41403,NaN,,,39.12514137,39.12514137,NaN
NBL_273_M2_PM,IL-2,F09,3,2,,2121,2121,2121,2121,NaN,,,3.557181722,3.557181722,NaN
NBL_273_M2_PM,IL-4,F09,4,2,,26915,26915,26915,26915,NaN,,,21.17728271,21.17728271,NaN
NBL_273_M2_PM,IL-6,F09,5,2,,902926,902926,902926,902926,NaN,,,2814.38162,2814.38162,NaN
NBL_273_M2_PM,IL-8,F09,6,2,,1506844,1506844,1506844,1506844,NaN,,,4497.945165,4497.945165,NaN
NBL_273_M2_PM,TNF-α,F09,10,2,,1567946,1567946,1567946,1567946,NaN,,,5829.939795,5829.939795,NaN
NBL_273_M2_Veh,Eotaxin,B09,1,4,,2330,2330,2330,2330,NaN,,,210.530999,210.530999,NaN
NBL_273_M2_Veh,Eotaxin-3,B09,3,4,,617,617,617,617,NaN,,,32.96553387,32.96553387,NaN
NBL_273_M2_Veh,IL-8,B09,7,4,,13966,13966,13966,13966,NaN,,,24315.61476,24315.61476,NaN
NBL_273_M2_Veh,IP-10,B09,5,4,,110037,110037,110037,110037,NaN,,,869.4819143,869.4819143,NaN
NBL_273_M2_Veh,MCP-1,B09,8,4,,1812183,1812183,1812183,1812183,NaN,,,14661.92746,14661.92746,NaN
NBL_273_M2_Veh,MCP-4,B09,10,4,,1763974,1763974,1763974,1763974,NaN,,,6420.845487,NaN,NaN
NBL_273_M2_Veh,MDC,B09,9,4,,614084,614084,614084,614084,NaN,,,33190.11699,33190.11699,NaN
NBL_273_M2_Veh,MIP-1α,B09,6,4,,114042,114042,114042,114042,NaN,,,1827.962258,1827.962258,NaN
NBL_273_M2_Veh,MIP-1β,B09,2,4,,1484568,1484568,1484568,1484568,NaN,,,7658.385055,7658.385055,NaN
NBL_273_M2_Veh,TARC,B09,4,4,,173034,173034,173034,173034,NaN,,,1825.243992,1825.243992,NaN
NBL_273_M2_Veh,GM-CSF,B09,1,2,,1239,1239,1239,1239,NaN,,,3.247694405,3.247694405,NaN
NBL_273_M2_Veh,IL-12p40,B09,5,2,,1064,1064,1064,1064,NaN,,,4.213605594,4.213605594,NaN
NBL_273_M2_Veh,IL-15,B09,6,2,,153,153,153,153,NaN,,,0.045122421,0.045122421,NaN
NBL_273_M2_Veh,IL-16,B09,7,2,,1069,1069,1069,1069,NaN,,,29.4478144,29.4478144,NaN
NBL_273_M2_Veh,IL-17,B09,8,2,,126,126,126,126,NaN,,,0.000862996,NaN,NaN
NBL_273_M2_Veh,IL-1α,B09,2,2,,473,473,473,473,NaN,,,0.005664503,NaN,NaN
NBL_273_M2_Veh,IL-5,B09,3,2,,500,500,500,500,NaN,,,0.075003552,0.075003552,NaN
NBL_273_M2_Veh,IL-7,B09,4,2,,176,176,176,176,NaN,,,0.062343042,0.062343042,NaN
NBL_273_M2_Veh,TNF-β,B09,9,2,,285,285,285,285,NaN,,,0.004331848,NaN,NaN
NBL_273_M2_Veh,VEGF,B09,10,2,,1911,1911,1911,1911,NaN,,,15.99537761,15.99537761,NaN
NBL_273_M2_Veh,IFN-γ,B09,1,2,,691,691,691,691,NaN,,,2.564515141,2.564515141,NaN
NBL_273_M2_Veh,IL-10,B09,7,2,,3555,3555,3555,3555,NaN,,,4.089084493,4.089084493,NaN
NBL_273_M2_Veh,IL-12p70,B09,8,2,,761,761,761,761,NaN,,,0.792782046,0.792782046,NaN
NBL_273_M2_Veh,IL-13,B09,9,2,,14311,14311,14311,14311,NaN,,,69.02382989,69.02382989,NaN
NBL_273_M2_Veh,IL-1β,B09,2,2,,11123,11123,11123,11123,NaN,,,7.93072139,7.93072139,NaN
NBL_273_M2_Veh,IL-2,B09,3,2,,2740,2740,2740,2740,NaN,,,5.015841342,5.015841342,NaN
NBL_273_M2_Veh,IL-4,B09,4,2,,36479,36479,36479,36479,NaN,,,29.8844801,29.8844801,NaN
NBL_273_M2_Veh,IL-6,B09,5,2,,57940,57940,57940,57940,NaN,,,176.1998311,176.1998311,NaN
NBL_273_M2_Veh,IL-8,B09,6,2,,1510204,1510204,1510204,1510204,NaN,,,4508.873994,4508.873994,NaN
NBL_273_M2_Veh,TNF-α,B09,10,2,,17398,17398,17398,17398,NaN,,,56.93165044,56.93165044,NaN
NBL_280_M0_M1,Eotaxin,C08,1,4,,2960,2960,2960,2960,NaN,,,249.53889,249.53889,NaN
NBL_280_M0_M1,Eotaxin-3,C08,3,4,,566,566,566,566,NaN,,,29.38473615,29.38473615,NaN
NBL_280_M0_M1,IL-8,C08,7,4,,33159,33159,33159,33159,NaN,,,47570.04716,47570.04716,NaN
NBL_280_M0_M1,IP-10,C08,5,4,,1321411,1321411,1321411,1321411,NaN,,,30089.8936,30089.8936,NaN
NBL_280_M0_M1,MCP-1,C08,8,4,,1693242,1693242,1693242,1693242,NaN,,,13633.35106,13633.35106,NaN
NBL_280_M0_M1,MCP-4,C08,10,4,,2334,2334,2334,2334,NaN,,,141.9614383,141.9614383,NaN
NBL_280_M0_M1,MDC,C08,9,4,,2164,2164,2164,2164,NaN,,,271.6368999,271.6368999,NaN
NBL_280_M0_M1,MIP-1α,C08,6,4,,1462250,1462250,1462250,1462250,NaN,,,9219.858224,9219.858224,NaN
NBL_280_M0_M1,MIP-1β,C08,2,4,,1587426,1587426,1587426,1587426,NaN,,,8081.818291,8081.818291,NaN
NBL_280_M0_M1,TARC,C08,4,4,,13822,13822,13822,13822,NaN,,,125.6559946,125.6559946,NaN
NBL_280_M0_M1,GM-CSF,C08,1,2,,954,954,954,954,NaN,,,2.246898642,2.246898642,NaN
NBL_280_M0_M1,IL-12p40,C08,5,2,,88402,88402,88402,88402,NaN,,,1227.245128,1227.245128,NaN
NBL_280_M0_M1,IL-15,C08,6,2,,1320,1320,1320,1320,NaN,,,2.89744068,2.89744068,NaN
NBL_280_M0_M1,IL-16,C08,7,2,,3202,3202,3202,3202,NaN,,,81.40949582,81.40949582,NaN
NBL_280_M0_M1,IL-17,C08,8,2,,2505,2505,2505,2505,NaN,,,27.55976586,27.55976586,NaN
NBL_280_M0_M1,IL-1α,C08,2,2,,1462,1462,1462,1462,NaN,,,2.627318106,2.627318106,NaN
NBL_280_M0_M1,IL-5,C08,3,2,,534,534,534,534,NaN,,,0.123205383,0.123205383,NaN
NBL_280_M0_M1,IL-7,C08,4,2,,524,524,524,524,NaN,,,1.2752852,1.2752852,NaN
NBL_280_M0_M1,TNF-β,C08,9,2,,5728,5728,5728,5728,NaN,,,24.62575152,24.62575152,NaN
NBL_280_M0_M1,VEGF,C08,10,2,,169942,169942,169942,169942,NaN,,,1286.869465,1286.869465,NaN
NBL_280_M0_M1,IFN-γ,C08,1,2,,1721431,1721431,1721431,1721431,NaN,,,30878.73961,30878.73961,NaN
NBL_280_M0_M1,IL-10,C08,7,2,,306701,306701,306701,306701,NaN,,,648.5764674,648.5764674,NaN
NBL_280_M0_M1,IL-12p70,C08,8,2,,7765,7765,7765,7765,NaN,,,20.05470865,20.05470865,NaN
NBL_280_M0_M1,IL-13,C08,9,2,,14002,14002,14002,14002,NaN,,,67.92591415,67.92591415,NaN
NBL_280_M0_M1,IL-1β,C08,2,2,,28881,28881,28881,28881,NaN,,,25.70935528,25.70935528,NaN
NBL_280_M0_M1,IL-2,C08,3,2,,2632,2632,2632,2632,NaN,,,4.757270695,4.757270695,NaN
NBL_280_M0_M1,IL-4,C08,4,2,,10326,10326,10326,10326,NaN,,,7.112225854,7.112225854,NaN
NBL_280_M0_M1,IL-6,C08,5,2,,1477133,1477133,1477133,1477133,NaN,,,4623.8844,4623.8844,NaN
NBL_280_M0_M1,IL-8,C08,6,2,,1563844,1563844,1563844,1563844,NaN,,,4683.643156,4683.643156,NaN
NBL_280_M0_M1,TNF-α,C08,10,2,,1848831,1848831,1848831,1848831,NaN,,,6902.806654,6902.806654,NaN
NBL_280_M0_M1+PM,Eotaxin,G08,1,4,,1592,1592,1592,1592,NaN,,,159.9588521,159.9588521,NaN
NBL_280_M0_M1+PM,Eotaxin-3,G08,3,4,,556,556,556,556,NaN,,,28.68790677,28.68790677,NaN
NBL_280_M0_M1+PM,IL-8,G08,7,4,,174712,174712,174712,174712,NaN,,,171132.4657,171132.4657,NaN
NBL_280_M0_M1+PM,IP-10,G08,5,4,,1354897,1354897,1354897,1354897,NaN,,,31595.13987,31595.13987,NaN
NBL_280_M0_M1+PM,MCP-1,G08,8,4,,1744161,1744161,1744161,1744161,NaN,,,14073.03185,14073.03185,NaN
NBL_280_M0_M1+PM,MCP-4,G08,10,4,,1826,1826,1826,1826,NaN,,,118.1112694,118.1112694,NaN
NBL_280_M0_M1+PM,MDC,G08,9,4,,2476,2476,2476,2476,NaN,,,308.8337916,308.8337916,NaN
NBL_280_M0_M1+PM,MIP-1α,G08,6,4,,1479876,1479876,1479876,1479876,NaN,,,9295.80127,9295.80127,NaN
NBL_280_M0_M1+PM,MIP-1β,G08,2,4,,1611144,1611144,1611144,1611144,NaN,,,8178.701849,8178.701849,NaN
NBL_280_M0_M1+PM,TARC,G08,4,4,,11350,11350,11350,11350,NaN,,,101.1102751,101.1102751,NaN
NBL_280_M0_M1+PM,GM-CSF,G08,1,2,,3964,3964,3964,3964,NaN,,,14.60563473,14.60563473,NaN
NBL_280_M0_M1+PM,IL-12p40,G08,5,2,,19702,19702,19702,19702,NaN,,,190.7848539,190.7848539,NaN
NBL_280_M0_M1+PM,IL-15,G08,6,2,,1129,1129,1129,1129,NaN,,,2.359623052,2.359623052,NaN
NBL_280_M0_M1+PM,IL-16,G08,7,2,,1833,1833,1833,1833,NaN,,,49.30982751,49.30982751,NaN
NBL_280_M0_M1+PM,IL-17,G08,8,2,,774,774,774,774,NaN,,,5.854179807,5.854179807,NaN
NBL_280_M0_M1+PM,IL-1α,G08,2,2,,1754,1754,1754,1754,NaN,,,3.548815489,3.548815489,NaN
NBL_280_M0_M1+PM,IL-5,G08,3,2,,480,480,480,480,NaN,,,0.048501796,0.048501796,NaN
NBL_280_M0_M1+PM,IL-7,G08,4,2,,281,281,281,281,NaN,,,0.381673094,0.381673094,NaN
NBL_280_M0_M1+PM,TNF-β,G08,9,2,,3989,3989,3989,3989,NaN,,,16.35715884,16.35715884,NaN
NBL_280_M0_M1+PM,VEGF,G08,10,2,,75260,75260,75260,75260,NaN,,,598.8284695,598.8284695,NaN
NBL_280_M0_M1+PM,IFN-γ,G08,1,2,,1727908,1727908,1727908,1727908,NaN,,,31006.59329,31006.59329,NaN
NBL_280_M0_M1+PM,IL-10,G08,7,2,,345089,345089,345089,345089,NaN,,,739.4127678,739.4127678,NaN
NBL_280_M0_M1+PM,IL-12p70,G08,8,2,,5474,5474,5474,5474,NaN,,,13.2999828,13.2999828,NaN
NBL_280_M0_M1+PM,IL-13,G08,9,2,,21017,21017,21017,21017,NaN,,,91.45535068,91.45535068,NaN
NBL_280_M0_M1+PM,IL-1β,G08,2,2,,28253,28253,28253,28253,NaN,,,25.05168991,25.05168991,NaN
NBL_280_M0_M1+PM,IL-2,G08,3,2,,3544,3544,3544,3544,NaN,,,6.986218172,6.986218172,NaN
NBL_280_M0_M1+PM,IL-4,G08,4,2,,4273,4273,4273,4273,NaN,,,2.558994716,2.558994716,NaN
NBL_280_M0_M1+PM,IL-6,G08,5,2,,852921,852921,852921,852921,NaN,,,2657.242994,2657.242994,NaN
NBL_280_M0_M1+PM,IL-8,G08,6,2,,1545706,1545706,1545706,1545706,NaN,,,4624.483803,4624.483803,NaN
NBL_280_M0_M1+PM,TNF-α,G08,10,2,,1810905,1810905,1810905,1810905,NaN,,,6757.671067,6757.671067,NaN
NBL_280_M0_PM,Eotaxin,E08,1,4,,1065,1065,1065,1065,NaN,,,118.6818209,118.6818209,NaN
NBL_280_M0_PM,Eotaxin-3,E08,3,4,,288,288,288,288,NaN,,,10.84466432,10.84466432,NaN
NBL_280_M0_PM,IL-8,E08,7,4,,319039,319039,319039,319039,NaN,,,271943.513,271943.513,NaN
NBL_280_M0_PM,IP-10,E08,5,4,,115237,115237,115237,115237,NaN,,,921.302411,921.302411,NaN
NBL_280_M0_PM,MCP-1,E08,8,4,,1722237,1722237,1722237,1722237,NaN,,,13883.59818,13883.59818,NaN
NBL_280_M0_PM,MCP-4,E08,10,4,,72156,72156,72156,72156,NaN,,,1715.999692,1715.999692,NaN
NBL_280_M0_PM,MDC,E08,9,4,,2455,2455,2455,2455,NaN,,,306.3603066,306.3603066,NaN
NBL_280_M0_PM,MIP-1α,E08,6,4,,1389699,1389699,1389699,1389699,NaN,,,8905.369138,8905.369138,NaN
NBL_280_M0_PM,MIP-1β,E08,2,4,,1615225,1615225,1615225,1615225,NaN,,,8195.344374,8195.344374,NaN
NBL_280_M0_PM,TARC,E08,4,4,,7653,7653,7653,7653,NaN,,,64.82761821,64.82761821,NaN
NBL_280_M0_PM,GM-CSF,E08,1,2,,11867,11867,11867,11867,NaN,,,55.52914463,55.52914463,NaN
NBL_280_M0_PM,IL-12p40,E08,5,2,,3715,3715,3715,3715,NaN,,,23.18709345,23.18709345,NaN
NBL_280_M0_PM,IL-15,E08,6,2,,384,384,384,384,NaN,,,0.485017102,0.485017102,NaN
NBL_280_M0_PM,IL-16,E08,7,2,,4931,4931,4931,4931,NaN,,,118.5630673,118.5630673,NaN
NBL_280_M0_PM,IL-17,E08,8,2,,240,240,240,240,NaN,,,0.71681711,0.71681711,NaN
NBL_280_M0_PM,IL-1α,E08,2,2,,82055,82055,82055,82055,NaN,,,438.9157004,438.9157004,NaN
NBL_280_M0_PM,IL-5,E08,3,2,,511,511,511,511,NaN,,,0.090217441,0.090217441,NaN
NBL_280_M0_PM,IL-7,E08,4,2,,168,168,168,168,NaN,,,0.042103023,0.042103023,NaN
NBL_280_M0_PM,TNF-β,E08,9,2,,288,288,288,288,NaN,,,0.004331848,NaN,NaN
NBL_280_M0_PM,VEGF,E08,10,2,,335143,335143,335143,335143,NaN,,,2432.901781,2432.901781,NaN
NBL_280_M0_PM,IFN-γ,E08,1,2,,682,682,682,682,NaN,,,2.486592255,2.486592255,NaN
NBL_280_M0_PM,IL-10,E08,7,2,,198096,198096,198096,198096,NaN,,,398.9469715,398.9469715,NaN
NBL_280_M0_PM,IL-12p70,E08,8,2,,624,624,624,624,NaN,,,0.500041822,0.500041822,NaN
NBL_280_M0_PM,IL-13,E08,9,2,,1903,1903,1903,1903,NaN,,,14.73397915,14.73397915,NaN
NBL_280_M0_PM,IL-1β,E08,2,2,,64267,64267,64267,64267,NaN,,,64.74967148,64.74967148,NaN
NBL_280_M0_PM,IL-2,E08,3,2,,1353,1353,1353,1353,NaN,,,1.844908164,1.844908164,NaN
NBL_280_M0_PM,IL-4,E08,4,2,,1338,1338,1338,1338,NaN,,,0.617796064,0.617796064,NaN
NBL_280_M0_PM,IL-6,E08,5,2,,286757,286757,286757,286757,NaN,,,885.3724141,885.3724141,NaN
NBL_280_M0_PM,IL-8,E08,6,2,,1541989,1541989,1541989,1541989,NaN,,,4612.368163,4612.368163,NaN
NBL_280_M0_PM,TNF-α,E08,10,2,,216192,216192,216192,216192,NaN,,,765.9331123,765.9331123,NaN
NBL_280_M0_Veh,Eotaxin,A08,1,4,,1356,1356,1356,1356,NaN,,,142.1777502,142.1777502,NaN
NBL_280_M0_Veh,Eotaxin-3,A08,3,4,,138,138,138,138,NaN,,,2.047650034,2.047650034,NaN
NBL_280_M0_Veh,IL-8,A08,7,4,,315,315,315,315,NaN,,,488.2505634,488.2505634,NaN
NBL_280_M0_Veh,IP-10,A08,5,4,,53541,53541,53541,53541,NaN,,,355.3677764,355.3677764,NaN
NBL_280_M0_Veh,MCP-1,A08,8,4,,1699182,1699182,1699182,1699182,NaN,,,13684.59095,13684.59095,NaN
NBL_280_M0_Veh,MCP-4,A08,10,4,,440,440,440,440,NaN,,,32.96186574,32.96186574,NaN
NBL_280_M0_Veh,MDC,A08,9,4,,1218,1218,1218,1218,NaN,,,150.9470763,150.9470763,NaN
NBL_280_M0_Veh,MIP-1α,A08,6,4,,686,686,686,686,NaN,,,67.47994203,67.47994203,NaN
NBL_280_M0_Veh,MIP-1β,A08,2,4,,49776,49776,49776,49776,NaN,,,504.7280369,504.7280369,NaN
NBL_280_M0_Veh,TARC,A08,4,4,,8193,8193,8193,8193,NaN,,,70.0887022,70.0887022,NaN
NBL_280_M0_Veh,GM-CSF,A08,1,2,,164,164,164,164,NaN,,,0.001079279,NaN,NaN
NBL_280_M0_Veh,IL-12p40,A08,5,2,,178,178,178,178,NaN,,,0.003857047,0.003857047,NaN
NBL_280_M0_Veh,IL-15,A08,6,2,,194,194,194,194,NaN,,,0.110966945,0.110966945,NaN
NBL_280_M0_Veh,IL-16,A08,7,2,,2425,2425,2425,2425,NaN,,,63.59353673,63.59353673,NaN
NBL_280_M0_Veh,IL-17,A08,8,2,,120,120,120,120,NaN,,,0.000862996,NaN,NaN
NBL_280_M0_Veh,IL-1α,A08,2,2,,487,487,487,487,NaN,,,0.014303743,0.014303743,NaN
NBL_280_M0_Veh,IL-5,A08,3,2,,462,462,462,462,NaN,,,0.02633244,0.02633244,NaN
NBL_280_M0_Veh,IL-7,A08,4,2,,215,215,215,215,NaN,,,0.172087851,0.172087851,NaN
NBL_280_M0_Veh,TNF-β,A08,9,2,,263,263,263,263,NaN,,,0.004331848,NaN,NaN
NBL_280_M0_Veh,VEGF,A08,10,2,,11949,11949,11949,11949,NaN,,,104.4686987,104.4686987,NaN
NBL_280_M0_Veh,IFN-γ,A08,1,2,,379,379,379,379,NaN,,,0.068440557,0.068440557,NaN
NBL_280_M0_Veh,IL-10,A08,7,2,,762,762,762,762,NaN,,,0.400367564,0.400367564,NaN
NBL_280_M0_Veh,IL-12p70,A08,8,2,,321,321,321,321,NaN,,,0.002259376,NaN,NaN
NBL_280_M0_Veh,IL-13,A08,9,2,,1741,1741,1741,1741,NaN,,,13.67815329,13.67815329,NaN
NBL_280_M0_Veh,IL-1β,A08,2,2,,3018,3018,3018,3018,NaN,,,0.86589608,0.86589608,NaN
NBL_280_M0_Veh,IL-2,A08,3,2,,403,403,403,403,NaN,,,0.03152495,0.03152495,NaN
NBL_280_M0_Veh,IL-4,A08,4,2,,175,175,175,175,NaN,,,0.000671694,NaN,NaN
NBL_280_M0_Veh,IL-6,A08,5,2,,1146,1146,1146,1146,NaN,,,2.650904099,2.650904099,NaN
NBL_280_M0_Veh,IL-8,A08,6,2,,567811,567811,567811,567811,NaN,,,1554.044578,1554.044578,NaN
NBL_280_M0_Veh,TNF-α,A08,10,2,,1168,1168,1168,1168,NaN,,,2.392071536,2.392071536,NaN
NBL_280_M2_M1,Eotaxin,D08,1,4,,2004,2004,2004,2004,NaN,,,188.9791494,188.9791494,NaN
NBL_280_M2_M1,Eotaxin-3,D08,3,4,,1883,1883,1883,1883,NaN,,,130.7675438,130.7675438,NaN
NBL_280_M2_M1,IL-8,D08,7,4,,98712,98712,98712,98712,NaN,,,110300.2031,110300.2031,NaN
NBL_280_M2_M1,IP-10,D08,5,4,,1379688,1379688,1379688,1379688,NaN,,,32748.14495,32748.14495,NaN
NBL_280_M2_M1,MCP-1,D08,8,4,,1750964,1750964,1750964,1750964,NaN,,,14131.85015,14131.85015,NaN
NBL_280_M2_M1,MCP-4,D08,10,4,,1225165,1225165,1225165,1225165,NaN,,,6420.845487,NaN,NaN
NBL_280_M2_M1,MDC,D08,9,4,,14128,14128,14128,14128,NaN,,,1430.439391,1430.439391,NaN
NBL_280_M2_M1,MIP-1α,D08,6,4,,1476582,1476582,1476582,1476582,NaN,,,9281.621858,9281.621858,NaN
NBL_280_M2_M1,MIP-1β,D08,2,4,,1627407,1627407,1627407,1627407,NaN,,,8244.975498,8244.975498,NaN
NBL_280_M2_M1,TARC,D08,4,4,,21355,21355,21355,21355,NaN,,,201.4467106,201.4467106,NaN
NBL_280_M2_M1,GM-CSF,D08,1,2,,2658,2658,2658,2658,NaN,,,8.853178179,8.853178179,NaN
NBL_280_M2_M1,IL-12p40,D08,5,2,,1330111,1330111,1330111,1330111,NaN,,,34999.7347,34999.7347,NaN
NBL_280_M2_M1,IL-15,D08,6,2,,2230,2230,2230,2230,NaN,,,5.656655137,5.656655137,NaN
NBL_280_M2_M1,IL-16,D08,7,2,,4195,4195,4195,4195,NaN,,,103.0879558,103.0879558,NaN
NBL_280_M2_M1,IL-17,D08,8,2,,15605,15605,15605,15605,NaN,,,254.8750126,254.8750126,NaN
NBL_280_M2_M1,IL-1α,D08,2,2,,6324,6324,6324,6324,NaN,,,20.68248335,20.68248335,NaN
NBL_280_M2_M1,IL-5,D08,3,2,,2367,2367,2367,2367,NaN,,,3.99316096,3.99316096,NaN
NBL_280_M2_M1,IL-7,D08,4,2,,2136,2136,2136,2136,NaN,,,8.805755061,8.805755061,NaN
NBL_280_M2_M1,TNF-β,D08,9,2,,19294,19294,19294,19294,NaN,,,92.77616781,92.77616781,NaN
NBL_280_M2_M1,VEGF,D08,10,2,,112796,112796,112796,112796,NaN,,,875.8885896,875.8885896,NaN
NBL_280_M2_M1,IFN-γ,D08,1,2,,1707679,1707679,1707679,1707679,NaN,,,30607.44737,30607.44737,NaN
NBL_280_M2_M1,IL-10,D08,7,2,,376269,376269,376269,376269,NaN,,,814.0314327,814.0314327,NaN
NBL_280_M2_M1,IL-12p70,D08,8,2,,125540,125540,125540,125540,NaN,,,462.5525975,462.5525975,NaN
NBL_280_M2_M1,IL-13,D08,9,2,,18863,18863,18863,18863,NaN,,,84.50657953,84.50657953,NaN
NBL_280_M2_M1,IL-1β,D08,2,2,,144685,144685,144685,144685,NaN,,,161.6750138,161.6750138,NaN
NBL_280_M2_M1,IL-2,D08,3,2,,4445,4445,4445,4445,NaN,,,9.274127237,9.274127237,NaN
NBL_280_M2_M1,IL-4,D08,4,2,,78202,78202,78202,78202,NaN,,,70.74935788,70.74935788,NaN
NBL_280_M2_M1,IL-6,D08,5,2,,1558682,1558682,1558682,1558682,NaN,,,4881.526943,4881.526943,NaN
NBL_280_M2_M1,IL-8,D08,6,2,,1514792,1514792,1514792,1514792,NaN,,,4523.800639,4523.800639,NaN
NBL_280_M2_M1,TNF-α,D08,10,2,,1843009,1843009,1843009,1843009,NaN,,,6880.521648,6880.521648,NaN
NBL_280_M2_M1+PM,Eotaxin,H08,1,4,,4478,4478,4478,4478,NaN,,,333.8054517,333.8054517,NaN
NBL_280_M2_M1+PM,Eotaxin-3,H08,3,4,,2000,2000,2000,2000,NaN,,,140.3854221,140.3854221,NaN
NBL_280_M2_M1+PM,IL-8,H08,7,4,,263139,263139,263139,263139,NaN,,,234492.6878,234492.6878,NaN
NBL_280_M2_M1+PM,IP-10,H08,5,4,,1401050,1401050,1401050,1401050,NaN,,,33769.07183,33769.07183,NaN
NBL_280_M2_M1+PM,MCP-1,H08,8,4,,1740434,1740434,1740434,1740434,NaN,,,14040.8159,14040.8159,NaN
NBL_280_M2_M1+PM,MCP-4,H08,10,4,,1259254,1259254,1259254,1259254,NaN,,,6420.845487,NaN,NaN
NBL_280_M2_M1+PM,MDC,H08,9,4,,18701,18701,18701,18701,NaN,,,1812.646933,1812.646933,NaN
NBL_280_M2_M1+PM,MIP-1α,H08,6,4,,1465278,1465278,1465278,1465278,NaN,,,9232.916904,9232.916904,NaN
NBL_280_M2_M1+PM,MIP-1β,H08,2,4,,1586704,1586704,1586704,1586704,NaN,,,8078.864734,8078.864734,NaN
NBL_280_M2_M1+PM,TARC,H08,4,4,,32987,32987,32987,32987,NaN,,,320.5041703,320.5041703,NaN
NBL_280_M2_M1+PM,GM-CSF,H08,1,2,,17371,17371,17371,17371,NaN,,,87.73040613,87.73040613,NaN
NBL_280_M2_M1+PM,IL-12p40,H08,5,2,,533968,533968,533968,533968,NaN,,,11327.24806,11327.24806,NaN
NBL_280_M2_M1+PM,IL-15,H08,6,2,,2541,2541,2541,2541,NaN,,,6.65866413,6.65866413,NaN
NBL_280_M2_M1+PM,IL-16,H08,7,2,,3014,3014,3014,3014,NaN,,,77.17833162,77.17833162,NaN
NBL_280_M2_M1+PM,IL-17,H08,8,2,,7301,7301,7301,7301,NaN,,,102.2981827,102.2981827,NaN
